,text,user
412,"Hej :) Mam pytanie..  Muszę się przebrać na imprezę za postać filmową, ale nie mam pojęcia kto to mógłby być. Masz może jakieś propozycje, pomysły? Za kogo ty byś się przebrała?",Anonymous
413,widziałaś nowy teledysk mańka? dziś była premierea,Anonymous
414,"nic specjalnego w porównaniu z jego teledyskami sprzed 2000, nutka też taka średnio na jeża",Laura
415,"Jeżeli nie masz czasu na stylizacje, to może po prostu stwórz coś na polyvore.com i od czasu do czasu się tym dziel na blogu? Ciekawa jestem jak byś łączyła ze sobą różne rzeczy. Zawsze to jakaś dodatkowa porcja inspiracji.",Anonymous
416,"http://www.canon-board.info/showthread.php?t=54613 moje ulubione miejsce, od dawna poszukuję takich klimatów. Podróż do Czarnobyla-marzenie. Ale tam raczej nie można pojechać, przecież to nadal jest strefa zamknięta...",ilovecupcakes
417,z wycieczkami można wjechac w strefę zamkniętą (przewodnik) z tego co się orientuję to niedaleko elektrowni,Laura
418,"nie, można wjechać tylko do pewnego momentu - są rejony, gdzie natężenie promieniowania jest wciąż bardzo duże i żaden przewodnik cię tam nie weźmie.chyba, że na własną rękę, ale to dość spore ryzyko, nawet nie chodzi o promieniowanie, ale tam wciąż żyją ludzie, są skupiska bezdomnych, bądź dawnych mieszkańców, ujmę to tak - nie są przyjaźnie nastawieni do turystów.byłam rok temu",Anonymous
419,"Tez z kolegą chcemy się wybrać. Proszę, napisz coś więcej :)",Anonymous
420,"a mogłabyś mi napisac coś więcej o swoim wyjezdzie? jak był oraganizowany i czy jesteś zadowolona? :) spoko, nie spodziewałam się śniadanka przy reaktorze, ale wiem, że dla przewodnika strefa jest otwierana no i dalej są granice gdzie wejść wolno a gdzie nie",Laura
421,http://www.podniesinski.pl/portal/?p=3331,Anonymous
422,wow!,Laura
423,"Czarnobyl to mój konik, uwielbiam tę tematykę, gry, publikacje, książki, filmy - polecam ""Piknik na skraju drogi"" braci Strugackich i nakręcony na jej podstawie film ""Stalker"" Strugackiego, co prawda nie ma zbyt wiele wspólnego z książką ale jest super. No i piosenka Kaczmarskiego http://www.youtube.com/watch?v=URlc5tutra8 mniam, magiczny cytat ""dlatego mimo druty, wieże i strażnice tam chcemy dotrzeć, gdzie nam dotrzeć zabroniono; bezużyteczne, śmieszne posiąść tajemnice"" chyba oddaje w całości mój stosunek do tego miejsca, też marzę o wycieczce",Anonymous
424,"Laurka a znalazłaś jakąś wycieczkę w dobrej cenie? nie wiem ile powinna taka wycieczka kosztować, ja znalazłam za 790 co wydaje mi się sporo jak na dwa dni zwiedzania i jeden dzień noclegu",Anonymous
425,nie tylko tobie marzy się ten wyjazd!,Anonymous
426,"moja koleżanka dopiero co wróciła z Prypecia, z pięknymi zdjęciami oraz ukradnietą kliszą z jakiegoś mieszkania. Zdjęcia piekne, a zarazem przerażające. żeby tam pojechać i spedzić kilka dni trzeba napisać wniosek i dobrze go uzasadnić.",Magdalena
427,http://allegro.pl/listing/user.php?us_id=12893532  zapraszam!,Anonymous
428,"widziałaś gdzieś może jakieś fajne torby? szukałam wszędzie, ale do vansów i creeperów nie wszystko pasuje. myślałam o torbie z h&m, bo jest przecena Marini z 299 na 150.",Anonymous
429,"wieeem, ta kwadratowa, super jest! żałuję w sumie, że jej nie kupiłam, jak były przeceny u nas w Kato już jej nie było",Laura
430,http://mojasd.ovh.org/ghosttown/chapter10.html,Anonymous
431,"http://strefazero.org/index.php?id=8 Ta opcja jest dość ciekawa. Chociaż ja najchętniej zwiedziłabym bym elektrownię, opuszczone miejsca zameszkania oraz te gdzie ludzie nadal mieszkają.",ilovecupcakes
432,"naoglądałam się już relacji stamtąd, kiedyś max mnie to ciekawiło, niesamowite widoki",Laura
433,głupie pytanie ;P nie boisz się naprowmieniowania?,Anonymous
434,z jakiej strony masz te zdjęcia?,Anonymous
435,"cześć Laura, kiedyś w notce pytałaś o gumkę do włosów: http://www.hm.com/pl/product/00001?article=00001-A ;)",patoff
436,"mam go od dawna, haha, a akurat dzisiaj na głowie ;) ale dzięki!",Laura
437,"Laura, widzę, że teraz jest mocny trend na frędzle- mam piękną, skórzana spódniczkę, przed kolano, z frędzlami właśnie; moje pytanie: do czego nosić? jaka góra, jakie buty?",Anonymous
438,"Nie jestem pewna czy dobrze sobie ja wyobrażam, takie spódniczki sa super. Pasują do wielu rzeczy, od takich prostych sandałów jak powyżej, przez np niskie conversy po czarne szpilki w szpic a góra: tshirt, koszula, top na ramiączkach, dopasowany golf",Laura
439,"Laura, co myślisz? http://www.zara.com/pl/en/shoes---bags/woman/bags/crocodile-leather-bucket-bag-c598018p2368240.html Miałam kupić brązową, ale wykupili mi sprzed nosa ;(",Anonymous
440,ta też jest super,Laura
441,Hej Laura masz jeszcze jakieś buty na oku? Takie na lato? ;) ,Natalia S.
442,"tak, będę robiła posty :)",Laura
443,Gdzie znajdujesz takie smaczki?Oprócz stron wymienionych po prawo - coś jeszcze?,Anonymous
444,"te sandały znalazłam już rok temu przeglądając net-a-porter.com, na wiele fajnych marek tam trafiłam",Laura
445,"Laura, zerkniesz na stronie COSa na czarny plecak ze skóry za 125 euro? Co o nim myślisz?",Anonymous
446,"Ładny ale nie zwróciłabym na niego uwagi, nie kupiłabym ",Laura
447,"Czarne są idealne! Laura co sądzisz o takich kolczykach: http://www.apart.pl/pl/zloto,c,1,3,14820     albo może widziałaś gdzieś małe, złote kolczyki godne uwagi?",Anonymous
448,"ładne są, poza ming yu wang to: http://www.apart.pl/pl/zloto,c,1,3,8946przejrzałam wszystkie złote kolczyki i jeżeli chodzi o ten typ (wkrętki? czy jak to się nazywa) to wybralabym właśnie te, ktore podeslalas :)",Laura
449,"Dzięki wielkie za odpowiedź! Dzięki Tobie zaczęłam patrzeć na jakość, a nie na ilość. Wolę kupić jedne skórzane buty, a nie kilka par butów, które zaraz się rozlecą. Niedawno zdecydowałam się w końcu (wahałam się chyba z 2 lata) na Mumu madame black i jestem bardzo zadowolona. Co prawda mój ubiór trochę odbiega od tego co tu pokazujesz to i tak bardzo lubię tu zaglądać! Pozdrawiam P. ;)",Anonymous
450,cieszy mnie to! :) ,Laura
451,te czarne mi się widzą :),Aleksandra
452,"Będzie w najblizszym czasie jakiś outfit ze spodniczką z Mango? Jestem bardzo ciekawa jak wygląda na kimś, kto nie jest takim wieszakiem jak modelka na stronie ;)",Anonymous
453,"ona nie widzi mi się jakoś szczególnie z rajstopami, więc nie wiem czy nie poczekam na ciepłe dni (już niewiele zimy nam zostało) :)",Laura
454,http://shop.mango.com/ficha.faces?utm_medium=email_stock&utm_campaign=back_in_stock&state=she_060_PLhttp://shop.mango.com/ficha.faces?utm_medium=email_stock&utm_campaign=back_in_stock&state=she_060_PLco sadzisz?,Anonymous
455,link nie odsyła do produktu tylko na stronę główną,Laura
456,http://shop.mango.com/ficha.faces?utm_medium=email_stock&utm_campaign=back_in_stock&state=she_060_PL- jak cos zdj (http://st.mngbcn.com/rcs/pics/static/T3/fotos/S6/33097568_02_D9.jpg ) i http://shop.mango.com/ficha.faces?utm_medium=email_stock&utm_campaign=back_in_stock&state=she_060_PLzdj http://st.mngbcn.com/rcs/pics/static/T3/fotos/S6/36055661_02_D9.jpg,Anonymous
457,znowu na główną,Laura
458,"Kurde Laura, tyle pieniedzy za buty tego typu... :-O Ja sobie nie zlauje na ubrania i buty, ale ten koszt wysylki, jakosc skory (to przeciez nie najdrozszy typ)...",Anonymous
459,"te buty są podobno swietnie uszyte no i przeszly przez filtr na net-a-porter a to o czymś świadczy, byle czego nie wstawiają. myślę, że 500zł za ręcznie wykonywane sandały zrobione w całości ze skóry to nie jest wygórowana cena. przesyłka rzeczywiście bardzo droga, dodatkowa stówa",Laura
460,"Jak najbardziej rozumiem argumenty, przemawia do mnie fakt manufakturowo recznie robionych butow :-) Po prostu szkoda, ze tyle kosztuja, bo koszt ich wykonania jest stosunkowo niewielki. Podchodze racjonalnie do tego, co moze tyle kosztowac. Mam troche rzeczy Marant, Langa, Wanga, Acne, kupione na aukcjach czy podczas podrozy po second-handach, czesto nowe i z metkami, mam okazje ogladac tez te rzeczy w butikach. Wiekszosc nie jest warta 1/5 ceny (sa czasem wyjatki). No ale to konsument decyduje, ile chce na cos wydac. I czy wierzy w magie produktow premium. Te rzeczy sa chyba dla ludzi, ktorzy chyba nie zwroca uwagi na to, czy cos kosztuje kilka tysiecy zl mniej czy wiecej ;-) Mam kilka tak drogich rzeczy, ktore mi podarowano akurat, ze az wierzyc mi sie nie chce, ze ktos wydal na to tyle pieniedzy ;-)",Anonymous
461,Jeżeli to są sandały to jak w takim razie wyglądają klapki? ,Anonymous
462,Hej L! Co sądzisz o kolekcji Cindirella x Mac?,Anonymous
463," teraz wygooglowałam, śmieszne opakowania :D nie mam zdania",Laura
464,Czarne przepiękne! Właśnie czegoś takiego szukałam. ,Anonymous
465,"hej Laura, co sądzisz o tej sukience? http://cdn-images.farfetch.com/10/90/41/74/10904174_4349053_1000.jpg",Anonymous
466,"podobają mi się takie sukienki w klimacie Versace ale konkretnie ta niezbyt, chyba chodzi o dol, wolalabym zeby byla za kolano i bardzo wąska na samym dole",Laura
467,"Laura, ile masz cm w biuście (nie pod biustem)?",Anonymous
468,"jakis czas temu mierzylam żeby przesłac wymiary do uszycia sukienki ale juz nie pamietam, chyba 92",Laura
469,http://wizaz.pl/kosmetyki/produkt.php?produkt=35113 bardzo polecam ^^,Anonymous
470,https://www.douglas.pl/douglas/Makija%25C5%25BC-Twarz-Podk%25C5%2582ady-Bobbi-Brown-Podk%C5%82ady-Skin-Foundation-Stick_productbrand_3000072863.html jest teraz nowa wersja ;),Anonymous
471,"jeszcze nie używałam nic z Bobbi B poza żelem do brwi, wygląda bardzo zachęcająco! ",Laura
472,"http://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/ObwAAMXQfFJRI~AU/$T2eC16ZHJG!E9nm3q9NnBRI+!Tmwm!~~60_35.JPGhttp://www.thedailystreet.co.uk/wp-content/themes/thedailystreet/images/2010/11/Levis-519-Skinny-Black-Drift-detail.jpgnosiłabyś czarne dżinsy z levisa o takim wzorze? na zdjęciach dżins jest delikatnie granatowy, ale mi chodzi o wersję czarną - nie są cieniowane, ale mają takie jaśniejsze linie dzięki czemu nie powinny pogrubiać nóg jak dzieje sie z tymi w idealnej czerni. oczywiście chodzi mi o inny model niż na zdjęciach (chcę bardzo obcisłe rurki)",Anonymous
473,"wiem o jaki typ denimu chodzi, osobiscie nie przepadam za tym ""paskowanym"" jeansem ale nie twierdzę,że wyglada zle",Laura
474,http://www.topshop.com/webapp/wcs/stores/servlet/ProductDisplay?catalogId=33057&storeId=12556&productId=18905066&langId=-1Co sadzisz ?:),Anonymous
475,"bardzo fajny fason, nie wiem po co wcisnęli to metalowe coś",Laura
476,jak sprawuje się twoja foreo? warto kupić?,Anonymous
477,"używam codziennie, warto",Laura
478,co sądzisz? http://www.mohito.com/pl/pl/collection/oldseason-1/marynarki/lj878-99x/checked-jacket,Anonymous
479,nie podoba mi się + mohito to dla mnie taki sam śmietnik jak Bershka,Laura
480,sprzedaję oryginalną bransoletkę Mokobelle:http://allegro.pl/show_item.php?item=5118375867,Anonymous
481,czesc znasz jakies fajne strony gdzie znajde markowe okulary przeciwsloneczne? marza mi sie od prady ale nigdzie nic fajnego nie moge znalezc,Anonymous
482,"na sunglasseshop.com jest duży wybór, ogolnei trafilam na mnostwo stron z okularami ale nie pamiętam adresow",Laura
483,trapezowa spódnica z kolekcji J.W.Anderson dla Topshophttp://www.vinted.pl/kobiety/spodnice/7918499-jw-anderson-topshop-trapezowa-spodnica-denim,Anonymous
484,"Odnoszę wrażenie, że ktoś ciebie kopiuje lub ty kopiujesz tego kogoś. Obstawiam pierwszą wersję :* https://instagram.com/karolinaskrzypek/",Anonymous
485,Czy Luxe Naturale widać w ogole na ustach? :D,Anonymous
486,"widać, widać ale niestety nakładanie na chociaż trochę wysuszone/uszkodzone usta odpada (o co zimą nietrudno), brzydko się wtedy osadza, jak większosc odcieni typu nude",Laura
487,co sądzisz? http://www.zara.com/pl/pl/kobieta/spodnie/spodnie-chinosy-z-paskiem-c358005p2545618.html,Anonymous
488,"nie podobają mi się, nie lubię spodni tego typu",Laura
489,"Laura, pod poprzednim postem wyczytałam, że nigdy na nic fajnego nie wpadłaś w Yves Rocher. Próbowałaś może używać ich szamponu/odżywki z linii odbudowującej z olejkiem jojoba? Polecam, idealne na 'Hagridowców' :D znowu opcja z owsem jest słabsza, ale super pachnie :)",Anonymous
490,"używałam  kiedys odzywki regenerującej, nie pamietam dokladnie jakiej, wlosy byly ok ale bez szału, może to nie ta :)",Laura
491,"wspominałaś coś o grzywce, którą chciałaś zrobić ale zrezygnowałaś. Sama zastanawiam się nad grzywką i szukam czegoś fajnego, mogłabyś wrzucić zdjęcie tej grzywki?",Anonymous
492,"pokazywałam zdjęcia Iriny z bloga a portable package i brigitte bardot. jeszcze jej nie wykluczylam, cały czas to rozważam",Laura
493,"Lauro, czy masz swoją ulubioną biżuterię, którą nosisz bardzo często/codziennie? Kiedy kupię np. nowe kolczyki, to noszę je max tydzień, a później mnie irytują i je wyjmuję, chowam do pudełka i zostają w szufladzie. Tak samo mam z pierścionkami, mam ciągłe wrażenie, że zaraz mi spadną. (Mojej mamie obrączka wpadła do studzienki, jak machnęła ręką i kilka lat udaje przed ojcem, że nie wie, gdzie jest XD). Ostatnio pomyślałam, że mam tyle rzeczy, a ich nie noszę i poszłam do świetnego jubilera, oddałam złoto do przetopienia i wymyśliłam sobie zwykły, delikatny pierścionek z wyglądu a'la zaręczynowy (#foreveralone) z pięknym oczkiem. Robiłaś kiedyś coś na zamówienie u jubilera? Albo masz w planie coś zamówić? Jak się trzyma Twoja biżuteria z Apartu? Kiedy kupiłam tam ostatnio kolczyki, spałam w nich i wygiął mi się sztyft, a moja kuzynka wydała ponad 700 zł na bransoletkę z gównianego złota (jedna z niższych prób) i już 3 (!) raz ją reklamuje.",Anonymous
494,"haha, też tak mam! najdłużej noszoną przeze mnie biżuterią był złoty łańcuszek Apart ale niestety go zgubiłam. to moja jedyna rzecz z Apartu i byłam z niego zadowolona (próba też nie byla najlepsza ale sprawował się dobrze). z opowieści wiem, że dobry jubiler no-name może zrobić naprawdę super rzeczy na zamowienie. w sumie marzy mi się taki pierscionek: baaaaardzo cienka złota obrączka a na niej dosyć duży przezroczysty kamień, chciałabym oś takiego a nigdzie nie widziałam. nosiłabym go na serdecznym palcu (większosć pierscionkow podoba mi się TYLKO na tym palcu i tak też noszę, mam to gdzieś) :D",Laura
495,"Myślę, że u każdego jubilera no-name dostaniesz taki pierścionek :) Widziałam mnóstwo takich na wystawie np. w YES i Aparcie. Bardzo cienka złota obrączka nie jest praktyczna, też taki chciałam, bardzo delikatny, ale pan od razu powiedział, że on nie robi takich cienkich, gównianych szyn jak w sieciówkach, bardziej opłaca się zrobić coś grubszego i porządniejszego. Spędziłam tam chyba z godzinę, długo mi doradzał i opowiadał o wszytskim, taki jubiler to skarb ;)  Mam nadzieję, że w końcu coś ponoszę dłużej i nie będę musiała zdejmować za każdym razem, np. żeby umyć gary :D Też będę nosiła na serdecznym, na tym palcu każdy pierścionek wygląda najładniej + uważam, że to mój najładniejszy palec, haha! Jeśli masz jakieś złoto, to naprawdę polecam Ci przejść się do takiego jubilera, mają bardzo dużo katalogów w salonie + na wystawie jest tyle różnych wzorów, że można zwariować :) Ja za swój pierścionek zapłaciłam tylko 200 zł, bo miałam dość dużo złota, w sumie zapłaciłam tylko za robotę. Myślę, że skończę kupować w ""sieciówkach"" i przestanę płacić za markę i ładne pudełeczka, bo kiedy mam możliwość sama sobie zaprojektować biżuterię za mniejszą cenę + na miejscu ktoś mi poradzi i wytłumaczy, co i jak :) ",Anonymous
496,"Laura, jakie to słuchawki: https://instagram.com/p/y9Y2CdBhfW/?modal=true ? Piękny kabelek, szukam czegoś takiego.",Anonymous
497,"to nie są słuchawki, to dodatkowy kabel do bezprzewodowych parrot zik 2",Laura
498,"http://www.zara.com/pl/en/shoes---bags/woman/shoes/pointy-high-heeled-leather-boots-c598019p2368181.htmlładne, prawda?",Anonymous
499,tak ,Laura
500,nike air huarache czarne czy nike huarache nm ?,Anonymous
501,"nie kupiłabym już huarache, zbyt przechodzone, juz mam przesyt od samego patrzenia",Laura
502,polecisz jakies nike na wiosne ???,Anonymous
503,"w moich sneakersowych planach obecnie przoduje adidas. z najek niskie af1, air maxy plus biale",Laura
504,"Hej Laura, może pomożesz... Jakis dobry czas temu kupilam sobie białe martensy, bo bardzo mi się podobały. W międzyczasie coś mi się odwidziało, i w efekcie nie założyłam ich ani razu. Teraz trochę mi ich szkoda, bo to nowiutkie buty i myślę, że może dałoby się je wykorzystać w jakiejś fajnej stylizacji. Tylko tutaj problem, że nic mi nie przychodzi do głowy. Wiem, że to może nie do końca twój styl, ale może mogłabyś coś doradzić, do czego je nosić żeby nie wyglądać jak buntownik z gimnazjum?:D ",Anonymous
505,"hmm, szczerze mowiac kompletnie nie mialabym ochoty na takie buty, wiec cięzko mi stworzyc stylizacje w glowie + najwazniejsze, jakie to są? niskie, wysokie? cale biale czy z czarną podeszwa? :)",Laura
506,za kostkę i podeszwa czarna :( (teraz wybrałabym niskie) ,Anonymous
507,"ja mam takie i noszę do czarno białych outfitów, takich elegancko-codziennych, długi czarny płaszcz, biały golf etc :)",Anonymous
508,"Nie wiem jak się ubierasz itd. ale możesz podpatrzeć jak wysokie martensy (bo wywnioskowałam, że to wysokie, ale może nie) nosi np. FKA Twigs. Ona co prawda ma je na wyższej podeszwie, ale i tak to fajnie wygląda. ",Anonymous
509,"Jeśli to wysokie białe martensy to porządne,białe jeansy 7/8 albo podwinięte lekko,biała koszulka i tyle,sprawdzi się też wersja szara/czarna.",Anonymous
510,"wszystko ok, tylko te kolczyki...........",Anonymous
511,jakiej szminki używasz? idealny odcień,Aleksandra Katarzyna
512,tutaj Sisley Sheer Berry ale jest dziwne światło i w sumie wygląda zupełnie naczej :),Laura
513,jesteś przepiękna!,Anonymous
514,dziękuję :*,Laura
515,Cyganicha,Anonymous
516,jeszcze nie widziałam tak przezroczystej cyganki :D ale ok. guma z anonimow jak zwykle,Anonymous
517,"ładniej Ci w krótszych w włosach, tak bardziej z charakterem, długie Cię zazwyczaj przytłaczają ;) ",Anonymous
518,dzięki!,Laura
519,"odp pod postem ostatnimm plz, tzn tym w ruskiej koszuce",Anonymous
520,taki outfit pogrubia..,Anonymous
521,"Aaaa, widziałam Cię dzisiaj na rynku! <3",Anonymous
522,:*,Laura
523,nosiłabyś czarny płaszcz z wszytymi poduszkami ? czy w Twoim płaszczu zimowym z Simple też były poduszki? Zastanawiam się czy lepiej wypruć czy zostawić?:-),Anonymous
524,"nie pamiętam. zależy jakie poduszki. jeżeli to jakiś super vintage płaszcz ale z wielkimi poduchami dającymi efekt futbolisty to bym wypruła, jak ładnie wyprofilowane poduszki typu Balmain to bym zostawiła",Laura
525,"jak zwykle pięknie, szkoda, że tak mało (jedno) zdjęć!",Anonymous
526,w jakim rozmiarze top?,Anonymous
527,M,Laura
528,Jesteś naszą dumą narodową blogosfery :),Anonymous
529,"dziękuję, baaardzo miło mi to czytać! :)",Laura
530,1. gdzie można znaleźć twój gust muzyczny? Jakiej muzyki słuchasz?2. Zamawiasz rzeczy przez internet czy kupujesz w sklepach?,Anonymous
531,"1. przeszłam przez większość gatunków, od metalu/heavy metalu/rocka i milion odmian przez klasyczną po rap, elektronikę. ostatnio jestem w takiej fazie hmm muzycznej stagnacji, niczym nie potrafię się zachwycić a to co przewałkowałam mi się już trochę znudziło 2. różnie, chyba częściej przez internet",Laura
532,"ale bogaty post, jedno byle jakie zdjęcie i zadowlona",Anonymous
533,Grzywka tak wolno Ci odrasta czy jeszcze ją przycinałaś? ,Anonymous
534,przycinałam,Laura
535,jaki masz rozmiar z conversów?,Anonymous
536,"37,5, są trochę za duże. powinnam mieć 37 w przypadku Conversów",Laura
537,Niezłe by było (według mnie) połączenie ze związanymi włosami jak Brigitte Bardot i kolczyki (duże koła).,Martyna R
538,"musiałaby być trochę dłuższa, już raz próbowałam i jakoś się nie układa :)",Laura
539,"mam topy o podobnym kroju i chciałabym zapytać Ciebie, jak radzisz sobie z ich noszeniem na co dzień – podczas schylania i wykonywania zwyczajnych czynności mogą one odsłaniać cały dekolt. skrócenie ramiączek zaburza konstrukcję. biustonosze samoprzylepne są niekomfortowe i w przeważające ilości wstrętne. istnieją też taśmy dwustronne /są dostępne m.in. w H&M/, ale wzdrygam się na samą myśl ich stosowania.",marta
540,"zawsze noszę takie topy bez stanika, po prostu się kontroluję żeby nie wyginać się w sposób, który odsłania biust :)",Laura
541,"Bardzo dobrze Ci w nowej fryzurze, ja tez ostatnio pozbyłam się 15 cm ;) http://blackisahappycolorr.blogspot.com/",Magdalena Lu
542,♥,Milex
543,Strasznie podoba mi sie twoja stylizycja!!! Prosze dodawaj częścięj!!! ,Anonymous
544,"Takie sobie te okulary szczerze mówiąc, dużo bardziej podobają mi się takie ""kocie"" oprawki :)RudaUrodowo - alternatywnie o urodzie  ",Akasza
545,Okulary są kapitalne!,Ev
546,"laura jestes tolerancyjna, chodzi mi o osoby homoseksualne, tak z ciekawosci :)",Anonymous
547,"Świetne są te okulary! Masz z nimi jakąś współprace, może udałoby Ci się zdobyć jakiś kod promocyjny?",Anonymous
548,Te okulary to mistrzostwo świata!,myga
549,"Świetne są te okulary! Nie wiesz może gdzie je można przymierzyć w Polsce? Bardzo ciężko dobrać mi okulary, w których wyglądam jak człowiek. Pozdrawiam:* ",Anonymous
550,"Laura, możesz polecić jakiegoś fryzjera we Wrocławiu?;)",Anonymous
551,w jakim stanie jest Twoja mumu madame? czy jest jakaś szansa na kod rabatowy dla Twoich czytelników? :),Anonymous
552,"pompony są najlepsze, ale te z korsa takie na maksa drogie!",Tynka.
553,Laurka kręcil Cię kiedyś columbine cult? czy interesowałas sie tymw innym kontekscie?,Anonymous
554,Co myślisz o tym swetrze? http://allegro.pl/sliczny-zara-100-kaszmir-granat-roz-m-nowy-i6232967973.html Warto?,Anonymous
555,"Bez makijażu wyglądasz jeszcze piękniej niż w (snap), jak to możliwe? ;((( i jaki masz rozmiar tych rurek Levis?",Anonymous
556,co sadzisz o tym różowym stroju love to be wet plny lala? założyłbyś? xd,Anonymous
557,Gdzie robiłaś nosek? :) pozdrawiam,Anonymous
558,Lauraaa zacznij cos mowic w koncu na snapie a nie tylko zblizenia twarzy nagrywasz :D,Anonymous
559,http://hm.com/m/pl_pl/productpage.0353215007.html Co sadzisz o tych lnianych spodniach? Kupiłabys?,Anonymous
560,Pewnie milion razy ktoś zadawał Ci to pytanie:CO UBRAĆ NA ŚLUB/ WESELE? Termin: lipiecbędę wdzięczna za pomocPozdrawiam :),Anonymous
561,"Gdzie zamówiłas spodnie levisa 721high rise skinny? :) zalando, answear?",Anonymous
562,aha,Anonymous
563,"https://www.zalando.pl/levi-s-jeansy-slim-fit-lone-wolf-le221n01f-k11.htmlGdybyś miala zdecydować się na jedna pare, to którą bys wybrala?",Anonymous
564,Które lniane spodnie fajniejsze: te http://www2.hm.com/pl_pl/productpage.0353215007.html czy te bezowe http://www2.hm.com/pl_pl/productpage.0375288002.html ?,Anonymous
565,Co to za kolor levisów na snapie masz na sobie?,Anonymous
566,Odpowiesz na pytania powyżej :( ? ,Anonymous
567,"Czy Twój chłopak ćwiczy na siłowni? Ostatnio jakoś ""zmężniał"" :p ",Anonymous
568,"tak, ale od dawna ćwiczy, ponad rok :)",Laura
569,Też się zastanawiam nad zakupem :) ,Ewa Macherowska
570,Czy moglabys odpowiedziec w wolnej chwili na komentarze pod poprzednim postem?,Anonymous
571,tak,Laura
572,"A jak sprawowała się Luna od Foreo? Zastanawiam się na początek nad małą wersją i jestem ciekawa, jak oceniasz efekty po tak długim czasie, czy skóra jest jakby dotleniona i lepiej ukrwiona?",Anonymous
573,"przede wszystkim dobrze oczyszczona + te pulsacje/wibracje wpływają na napięcie skóry :) dla mnie to standard od jakichś 4 lat, rano mi się nie chce poświęcać czasu na masaż, ale wieczorem robię to codziennie",Laura
574,Dzieki!,Anonymous
575,"Jak wypada rozmiarówka martensów? To prawda, że na początku robią masakrę ze stopami?",Anonymous
576,"klasycznie, mnie nie obtarły, ale te ze sztywną górą są mniej komfortowe, ja mam z miękkiej surowo ciętej skory",Laura
577,Najgorszy obuwniczy chłam jaki istnieje to martensy. Nie wytrzymasz 5 min zimą na zewnątrz a w lato sie ugotujesz.,Anonymous
578,"Coś chyba nie zagrało z Twoimi paznokciami :D mówiłaś, że nie lubisz takich wypukłych ",Unknown
579,"ja obgryzłam paznokcie tak tragicznie, do połowy opuszka :O i to w ogóle cud, że Ola mi to przedlużyła. mam po prostu nadbudowane i ""dorobione""pół paznokcia i żeby się trzymało na tym ogryzku to musiało być grubsze, w sensie osoba wykonująca ma tego świadomość, ale po prostu stwierdziłyśmy, że zrobimy tak, żeby się porządnie trzymało. przy kolejnych hybrydach jak pod spodem już cos odrośnie to zrobimy cienkie jak zawsze",Laura
580,"Faktycznie nie spodziewałabym się po Tobie takich paznokci, ale jakoś teraz trzeba przeboleć :) Obyś przestała obgryzać!!",Anonymous
581,nie bądź samożywna! powodzenia w zapuszczaniu :*,Unknown
582,dziękuję :*,Laura
583,http://www.dooka.pl/produkt/okulary-korekcyjne-fendi-ff-0161-003.htmlPodobaja Ci sie?,Anonymous
584,"zawsze ciężko mi ocenić okulary nie widząc ich na kimś. wydaje mi się, że ładne",Laura
585,Widziałam zdjęcie na mystory u uśmiechem i nie chce juz czytać wiecej wymowek ze wyglądasz jak debil! Prześliczne wyglądasz jak się uśmiechasz ,Anonymous
586,:*,Laura
587,jak spędziłaś urodziny?,Anonymous
588,"z chłopakiem na kolacji i z Hidanem w łóżku, chora byłam (od weekendu do środy nie mogłam w ogóle mówić)",Laura
589,http://www.horkruks.com/2017/10/wool-coat-fendi-scarf.html chodzisz jeszcze w tym swetrze? jaki miałaś z niego rozmiar?,Anonymous
590,mam go i nie noszę,Laura
591,Całkiem ciekawie to wygląda <3http://carmelatte.co/the-most-effective-shoes-for-the-a-w2019/,Carmelatte
592,"Lauro, czy w tym roku też zrobisz gift guide na święta? Twoje pomysły na prezenty były serio bardzo pomocne. ",Anonymous
593,tak :) na początku tygodnia będzie lista,Laura
594,"Laura bardzo bolało Cię powiększanie ust? Planuję ten zabieg, ale panicznie boję się igły i bólu, doradz :( niby dr u którego chcę robić ma świetne opinie, ale mimo wszystko strach jest... ",Anonymous
595,"nie należy to do najprzyjemniejszych doswiadczeń, ale nie boli jakoś ogromnie. i tak jest znieczulenie - maścią emla (i tak boli, ale mniej) albo ewentualnie, jeżeli panicznie się boisz bólu to możesz spróbować poprosić o znieczulenie stomatologiczne i nie czuć nic, ale na pewno nie zrobi Ci jak masz jakąś asymetrię dynamiczną i musi na bieżąco sprawdzać jak to wygląda w naturalnym ruchu albo jak robi kaniulą na jedno wkłucie ",Laura
596,"Nie, nie mam żadnej asymetrii, mam bardzo ładne, kształtne usta - wypukły łuk kupidyna, ale dość ""krótkie"" - w porównaniu do szerokości twarzy...i chodzi tyko o ich uwypuklenie. Ty miałaś igłą czy kaniulą? Samo wkłucie mocno Cię bolało? Wybacz za taki zasyp pytań :D",Anonymous
597,Powiększanie ust boli ale z drugiej strony jest wciągające ;) Kto miał ten zabieg ten wie o co chodzi,Anonymous
598,Martensy raczej tylko do sportowych stylizacji czy do eleganckiego płaszcza też ok ? :),Anonymous
599,do płaszcza też super!,Laura
600,Odpowiesz na maile?,Anonymous
601,"tak, powoli nadrabiam zaległości",Laura
